"sponsor","district","party","number","short_description","chamber","last_action","last_action_date"
"Pamela J. Althoff","32","R","SR1028","MEMORIAL - JOSEPH P. MARTO","S","Resolution Adopted","3/27/2014"
"Pamela J. Althoff","32","R","SR1029","MEMORIAL - LEON ZELVIS","S","Resolution Adopted","3/27/2014"
"Pamela J. Althoff","32","R","SR1030","MEMORIAL - WESLEY STERNE","S","Resolution Adopted","3/27/2014"
"Pamela J. Althoff","32","R","SR1031","MEMORIAL - JAMES AYERS","S","Resolution Adopted","3/27/2014"
"Pamela J. Althoff","32","R","SR1032","MEMORIAL - WALTER PUPICH","S","Resolution Adopted","3/27/2014"
"Pamela J. Althoff","32","R","SR1033","MEMORIAL - JOSEPH CALLAHAN","S","Resolution Adopted","3/27/2014"
"Pamela J. Althoff","32","R","SR1034","MEMORIAL - JAMES MCANDREWS","S","Resolution Adopted","3/27/2014"
"Pamela J. Althoff","32","R","SR1035","MEMORIAL - DORIS WEIDNER","S","Resolution Adopted","3/27/2014"
"Pamela J. Althoff","32","R","SR1036","MEMORIAL - RALPH KICK","S","Resolution Adopted","3/27/2014"
"Pamela J. Althoff","32","R","SR1037","MEMORIAL - SUZANNE DOPKE","S","Resolution Adopted","3/27/2014"
"Pamela J. Althoff","32","R","SR1038","MEMORIAL - WALTER BARBER","S","Resolution Adopted","3/27/2014"
"Pamela J. Althoff","32","R","SR1081","MEMORIAL - ROBERT C. MOEHLING","S","Resolution Adopted","4/10/2014"
"Pamela J. Althoff","32","R","SR1082","MEMORIAL - EUGENE SCHULER","S","Resolution Adopted","4/10/2014"
"Pamela J. Althoff","32","R","SR1083","MEMORIAL - FRANCES BEHRENS","S","Resolution Adopted","4/10/2014"
"Pamela J. Althoff","32","R","SR1114","WORKFORCE DEVELOPMENT WEEK","S","Resolution Adopted","5/19/2014"
"Pamela J. Althoff","32","R","SR1148","MEMORIAL - HENRY TONIGAN II","S","Resolution Adopted","5/8/2014"
"Pamela J. Althoff","32","R","SR1149","MEMORIAL - HARRIET WILSON","S","Resolution Adopted","5/8/2014"
"Pamela J. Althoff","32","R","SR1150","MEMORIAL - HELEN R. BOOK","S","Resolution Adopted","5/8/2014"
"Pamela J. Althoff","32","R","SR1151","MEMORIAL - MILAN L. HOMOLA","S","Resolution Adopted","5/8/2014"
"Pamela J. Althoff","32","R","SR1152","MEMORIAL - CATHERINE M. FREUND","S","Resolution Adopted","5/8/2014"
"Pamela J. Althoff","32","R","SR1153","MEMORIAL - BURTIS MOYE","S","Resolution Adopted","5/8/2014"
"Pamela J. Althoff","32","R","SR1154","MEMORIAL - ALBERT BURKUS","S","Resolution Adopted","5/8/2014"
"Pamela J. Althoff","32","R","SR1155","MOURNS PENELOPE BRYAN-MCQUEEN","S","Resolution Adopted","5/8/2014"
"Pamela J. Althoff","32","R","SR1156","MEMORIAL - AUSTRA TREKNAIS","S","Resolution Adopted","5/8/2014"
"Pamela J. Althoff","32","R","SR1157","MEMORIAL - WENDEL DSCHIDA, JR.","S","Resolution Adopted","5/8/2014"
"Pamela J. Althoff","32","R","SR1158","MEMORIAL - HERBERT C. SNIDER","S","Resolution Adopted","5/8/2014"
"Pamela J. Althoff","32","R","SR1159","MEMORIAL - MONICA A. SALEMI","S","Resolution Adopted","5/8/2014"
"Pamela J. Althoff","32","R","SR1197","MEMORIAL - JOHN MOORE","S","Resolution Adopted","5/15/2014"
"Pamela J. Althoff","32","R","SR1198","MEMORIAL - GARY GABEL","S","Resolution Adopted","5/15/2014"
"Pamela J. Althoff","32","R","SR1239","MEMORIAL - ALICE M. MCCLUGGAGE","S","Resolution Adopted","5/31/2014"
"Pamela J. Althoff","32","R","SR1240","MEMORIAL - RAY WOJCIECHOWSKI","S","Resolution Adopted","5/31/2014"
"Pamela J. Althoff","32","R","SR1244","MEMORIAL - BERNICE LAFONTAINE","S","Resolution Adopted","5/31/2014"
"Pamela J. Althoff","32","R","SR1245","MEMORIAL - BETTY ARGY","S","Resolution Adopted","5/31/2014"
"Pamela J. Althoff","32","R","SR1246","MEMORIAL - JOHN ENDEAN, JR.","S","Resolution Adopted","5/31/2014"
"Pamela J. Althoff","32","R","SR1247","MEMORIAL - PATRICIA A. NELSON","S","Resolution Adopted","5/31/2014"
"Pamela J. Althoff","32","R","SR1248","MEMORIAL - STEVEN W. SHAW","S","Resolution Adopted","5/31/2014"
"Pamela J. Althoff","32","R","SR1266","MEMORIAL - KATHY E. MUSNICKI","S","Resolution Adopted","5/31/2014"
"Pamela J. Althoff","32","R","SR1286","MEMORIAL - MARJORIE A. BALDONI","S","Resolution Adopted","11/20/2014"
"Pamela J. Althoff","32","R","SR1287","MEMORIAL - MARILYNN MATHISON","S","Resolution Adopted","11/20/2014"
"Pamela J. Althoff","32","R","SR1288","MEMORIAL - JAMES D. MCLAUGHLIN","S","Resolution Adopted","11/20/2014"
"Pamela J. Althoff","32","R","SR1289","MEMORIAL - JOAN PROVENCIO","S","Resolution Adopted","11/20/2014"
"Pamela J. Althoff","32","R","SR1293","MEMORIAL - TIMOTHY MURPHY, SR.","S","Resolution Adopted","11/20/2014"
"Pamela J. Althoff","32","R","SR1294","MEMORIAL - TERRENCE MCFADDEN","S","Resolution Adopted","11/20/2014"
"Pamela J. Althoff","32","R","SR1295","MEMORIAL - ROSEANN STVRTECKY","S","Resolution Adopted","11/20/2014"
"Pamela J. Althoff","32","R","SR1313","MEMORIAL - GRAHAM B. KLECKNER","S","Resolution Adopted","11/20/2014"
"Pamela J. Althoff","32","R","SR1314","MEMORIAL - FLORENCE KAYSER","S","Resolution Adopted","11/20/2014"
"Pamela J. Althoff","32","R","SR1315","MEMORIAL - HAROLD H. KRECKER","S","Resolution Adopted","11/20/2014"
"Pamela J. Althoff","32","R","SR1316","MEMORIAL - ANTHONY SERRITELLA","S","Resolution Adopted","11/20/2014"
"Pamela J. Althoff","32","R","SR1317","MEMORIAL - ELISABETH KELLY","S","Resolution Adopted","11/20/2014"
"Pamela J. Althoff","32","R","SR1318","MEMORIAL - KENNETH K. HAMSHER","S","Resolution Adopted","11/20/2014"
"Pamela J. Althoff","32","R","SR1327","MEMORIAL - DONALD M. PETERSON","S","Resolution Adopted","11/20/2014"
"Pamela J. Althoff","32","R","SR1328","MEMORIAL - DONALD VEST","S","Resolution Adopted","11/20/2014"
"Pamela J. Althoff","32","R","SR1329","MEMORIAL - JOANNE OLIVER","S","Resolution Adopted","11/20/2014"
"Pamela J. Althoff","32","R","SR1330","MEMORIAL - ROBERT MULVEY","S","Resolution Adopted","11/20/2014"
"Pamela J. Althoff","32","R","SR1331","MEMORIAL - LUCILLE BECKER","S","Resolution Adopted","11/20/2014"
"Pamela J. Althoff","32","R","SR1332","MEMORIAL - JEANETTE ODEAN","S","Resolution Adopted","11/20/2014"
"Pamela J. Althoff","32","R","SR1333","MEMORIAL - OLIVE FRAME","S","Resolution Adopted","11/20/2014"
"Pamela J. Althoff","32","R","SR1334","MEMORIAL - LEROY SCHAMPER","S","Resolution Adopted","11/20/2014"
"Pamela J. Althoff","32","R","SR1335","MEMORIAL - DANIELLE GIBSON","S","Resolution Adopted","11/20/2014"
"Pamela J. Althoff","32","R","SR1336","MEMORIAL - A. SUE JOLITZ","S","Resolution Adopted","11/20/2014"
"Pamela J. Althoff","32","R","SR1337","MEMORIAL - FRANCES SLIVA","S","Resolution Adopted","11/20/2014"
"Pamela J. Althoff","32","R","SR1338","MEMORIAL - MARTIN MUELLER","S","Resolution Adopted","11/20/2014"
"Pamela J. Althoff","32","R","SR1379","MEMORIAL - ROMAN STYGAR","S","Resolution Adopted","11/20/2014"
"Pamela J. Althoff","32","R","SR1383","MEMORIAL - RICHARD BRUENS","S","Resolution Adopted","11/20/2014"
"Pamela J. Althoff","32","R","SR1384","MEMORIAL - KENNETH MENDYK SR.","S","Resolution Adopted","11/20/2014"
"Pamela J. Althoff","32","R","SR1385","MEMORIAL - HELLMUT R. ROSS","S","Resolution Adopted","11/20/2014"
"Pamela J. Althoff","32","R","SR1386","MEMORIAL - BARBARA BEESE","S","Resolution Adopted","11/20/2014"
"Pamela J. Althoff","32","R","SR1398","MEMORIAL - KIMBERLY NICHOLS","S","Resolution Adopted","11/20/2014"
"Pamela J. Althoff","32","R","SR1399","MEMORIAL - WILLIAM FREUND","S","Resolution Adopted","11/20/2014"
"Pamela J. Althoff","32","R","SR1400","MEMORIAL - GWENETH DEPAUW","S","Resolution Adopted","11/20/2014"
"Pamela J. Althoff","32","R","SR1401","MEMORIAL - JOSEPH VORISEK","S","Resolution Adopted","11/20/2014"
"Pamela J. Althoff","32","R","SR1402","MEMORIAL - JOHN F. SMITH","S","Resolution Adopted","11/20/2014"
"Pamela J. Althoff","32","R","SR1403","MEMORIAL - THOMAS CARSON, JR.","S","Resolution Adopted","11/20/2014"
"Pamela J. Althoff","32","R","SR1404","MEMORIAL - RICHARD WENZEL","S","Resolution Adopted","11/20/2014"
"Pamela J. Althoff","32","R","SR1405","MEMORIAL - DONALD E. LEWIS","S","Resolution Adopted","11/20/2014"
"Pamela J. Althoff","32","R","SR1406","MEMORIAL - RUSSELL KIPKOWSKI","S","Resolution Adopted","11/20/2014"
"Pamela J. Althoff","32","R","SR1407","MEMORIAL - ROSEMARY T. AZZARO","S","Resolution Adopted","11/20/2014"
"Pamela J. Althoff","32","R","SR1408","MEMORIAL - SANDRA TERLIKOWSKI","S","Resolution Adopted","11/20/2014"
"Pamela J. Althoff","32","R","SR1417","MEMORIAL - ROSE SCHULZE BOAM","S","Resolution Adopted","11/20/2014"
"Pamela J. Althoff","32","R","SR1418","MEMORIAL - STEPHEN ZRINY, SR.","S","Resolution Adopted","11/20/2014"
"Pamela J. Althoff","32","R","SR1434","MEMORIAL - LINDA LONIGRO","S","Resolution Adopted","11/20/2014"
"Pamela J. Althoff","32","R","SR1435","MEMORIAL - ROGER W. LADD","S","Resolution Adopted","11/20/2014"
"Pamela J. Althoff","32","R","SR1436","MEMORIAL - CHRISTOPHER SCHAUER","S","Resolution Adopted","11/20/2014"
"Pamela J. Althoff","32","R","SR1437","MEMORIAL - R. GEOFFREY WELDON","S","Resolution Adopted","11/20/2014"
"Pamela J. Althoff","32","R","SR1438","MEMORIAL - GERALD A. SOBERG","S","Resolution Adopted","11/20/2014"
"Pamela J. Althoff","32","R","SR1466","MEMORIAL - ROBERT NEAL","S","Resolution Adopted","11/20/2014"
"Pamela J. Althoff","32","R","SR1491","MEMORIAL - DEVIN A. RAHN","S","Resolution Adopted","11/20/2014"
"Pamela J. Althoff","32","R","SR1492","MEMORIAL - ADELINE SCHULZ","S","Resolution Adopted","11/20/2014"
"Pamela J. Althoff","32","R","SR1493","MEMORIAL - RALPH WEGER","S","Resolution Adopted","11/20/2014"
"Pamela J. Althoff","32","R","SR1494","MEMORIAL - ANN L. SILK","S","Resolution Adopted","11/20/2014"
"Pamela J. Althoff","32","R","SR1495","MEMORIAL - WILLIAM FERWERDA","S","Resolution Adopted","11/20/2014"
"Pamela J. Althoff","32","R","SR1496","MEMORIAL - MICHAEL MCKENZIE","S","Resolution Adopted","11/20/2014"
"Pamela J. Althoff","32","R","SR1497","MEMORIAL - SIDNEY EDINGER","S","Resolution Adopted","11/20/2014"
"Pamela J. Althoff","32","R","SR1498","MEMORIAL - JOSEPH DEUTSCH","S","Resolution Adopted","11/20/2014"
"Pamela J. Althoff","32","R","SR1499","MEMORIAL - JOHN AFFINITO","S","Resolution Adopted","11/20/2014"
"Pamela J. Althoff","32","R","SR1500","MEMORIAL - RICHARD WITTING","S","Resolution Adopted","11/20/2014"
"Pamela J. Althoff","32","R","SR1501","MEMORIAL - LINDA L. WOLLPERT","S","Resolution Adopted","11/20/2014"
"Pamela J. Althoff","32","R","SR1502","MEMORIAL - EARL E. SMITH","S","Resolution Adopted","11/20/2014"
"Pamela J. Althoff","32","R","SR1503","MEMORIAL - CARL G. WELLMAN","S","Resolution Adopted","11/20/2014"
"Pamela J. Althoff","32","R","SR1504","MEMORIAL - EDWARD B. SCHMALZER","S","Resolution Adopted","11/20/2014"
"Pamela J. Althoff","32","R","SR1505","MEMORIAL - JAMES LEWIS","S","Resolution Adopted","11/20/2014"
"Pamela J. Althoff","32","R","SR1506","MEMORIAL - NORMAN R. FREUND","S","Resolution Adopted","11/20/2014"
"Pamela J. Althoff","32","R","SR1507","MEMORIAL - CLARE GABRIELSON","S","Resolution Adopted","11/20/2014"
"Pamela J. Althoff","32","R","SR1508","MEMORIAL - HELEN E. MCLEAN","S","Resolution Adopted","11/20/2014"
"Pamela J. Althoff","32","R","SR1509","MEMORIAL - BEVERLY MONTGOMERY","S","Resolution Adopted","11/20/2014"
"Pamela J. Althoff","32","R","SR1510","MEMORIAL - QUIGLEY N. FLETCHER","S","Resolution Adopted","11/20/2014"
"Pamela J. Althoff","32","R","SR1511","MEMORIAL - HARVEY F. MORAVEC","S","Resolution Adopted","11/20/2014"
"Pamela J. Althoff","32","R","SR1512","MEMORIAL - MARGUERITE KAUFMAN","S","Resolution Adopted","11/20/2014"
"Pamela J. Althoff","32","R","SR1513","MEMORIAL - WAYNE H. MACKLIN","S","Resolution Adopted","11/20/2014"
"Pamela J. Althoff","32","R","SR1514","MEMORIAL - NICHOLAS HELLAND","S","Resolution Adopted","11/20/2014"
"Pamela J. Althoff","32","R","SR1515","MEMORIAL - IRVEN KEMP","S","Resolution Adopted","11/20/2014"
"Pamela J. Althoff","32","R","SR1516","MEMORIAL - MARY S. DANIELSON","S","Resolution Adopted","11/20/2014"
"Pamela J. Althoff","32","R","SR1517","MEMORIAL - JEANNIE WAGNER","S","Resolution Adopted","11/20/2014"
"Pamela J. Althoff","32","R","SR1527","MEMORIAL - PAMELA WURM","S","Resolution Adopted","11/20/2014"
"Pamela J. Althoff","32","R","SR1528","MEMORIAL - ROBERT SANDERS","S","Resolution Adopted","11/20/2014"
"Pamela J. Althoff","32","R","SR1529","MEMORIAL - TORLEIV MOI","S","Resolution Adopted","11/20/2014"
"Pamela J. Althoff","32","R","SR1530","MEMORIAL - KAREN HOYT","S","Resolution Adopted","11/20/2014"
"Pamela J. Althoff","32","R","SR1531","MEMORIAL - NORMA KNOX","S","Resolution Adopted","11/20/2014"
"Pamela J. Althoff","32","R","SR1532","MEMORIAL - JOHN D. SPOOR","S","Resolution Adopted","11/20/2014"
"Pamela J. Althoff","32","R","SR1533","MEMORIAL - KENNETH J. PRAZAK","S","Resolution Adopted","11/20/2014"
"Pamela J. Althoff","32","R","SR1534","MEMORIAL - CATHLEEN A. HALL","S","Resolution Adopted","11/20/2014"
"Pamela J. Althoff","32","R","SR1535","MEMORIAL - CHARLES KOCHER, JR.","S","Resolution Adopted","11/20/2014"
"Pamela J. Althoff","32","R","SR1536","MEMORIAL - RUTH E. ROACH","S","Resolution Adopted","11/20/2014"
"Pamela J. Althoff","32","R","SR1537","MEMORIAL - DELPHINE PRZYBORSKI","S","Resolution Adopted","11/20/2014"
"Pamela J. Althoff","32","R","SR1538","MEMORIAL - HARRY JASPER","S","Resolution Adopted","11/20/2014"
"Pamela J. Althoff","32","R","SR1539","MEMORIAL - JOHN SCIORTINO, SR.","S","Resolution Adopted","11/20/2014"
"Pamela J. Althoff","32","R","SR1540","MEMORIAL - DONALD MERGLER","S","Resolution Adopted","11/20/2014"
"Pamela J. Althoff","32","R","SR1541","MEMORIAL - EDWARD ANDERSON","S","Resolution Adopted","11/20/2014"
"Pamela J. Althoff","32","R","SR1542","MEMORIAL - ELIZABETH WIRFS","S","Resolution Adopted","11/20/2014"
"Pamela J. Althoff","32","R","SR1545","MEMORIAL - NORBERT GRAVEL","S","Resolution Adopted","11/20/2014"
"Pamela J. Althoff","32","R","SR1585","MEMORIAL - NORMA S. KNOX","S","Resolution Adopted","11/20/2014"
"Pamela J. Althoff","32","R","SR1586","MEMORIAL - MARYANN WINKELMAN","S","Resolution Adopted","11/20/2014"
"Pamela J. Althoff","32","R","SR1587","MEMORIAL - SUSANNE M. RILEY","S","Resolution Adopted","11/20/2014"
"Pamela J. Althoff","32","R","SR1588","MEMORIAL - MARY L. BOEHMER","S","Resolution Adopted","11/20/2014"
"Pamela J. Althoff","32","R","SR1589","MEMORIAL - H. M. KIMBROUGH JR.","S","Resolution Adopted","11/20/2014"
"Pamela J. Althoff","32","R","SR1590","MEMORIAL - BRIGID A. BUZZARD","S","Resolution Adopted","11/20/2014"
"Pamela J. Althoff","32","R","SR1591","MEMORIAL - RAYMOND N. RUNDLE","S","Resolution Adopted","11/20/2014"
"Pamela J. Althoff","32","R","SR1592","MEMORIAL - JOHN T. BEAM","S","Resolution Adopted","11/20/2014"
"Pamela J. Althoff","32","R","SR1593","MEMORIAL - JOHN HAEFLINGER","S","Resolution Adopted","11/20/2014"
"Pamela J. Althoff","32","R","SR1594","MEMORIAL - LUCY WALLACE","S","Resolution Adopted","11/20/2014"
"Pamela J. Althoff","32","R","SR1595","MEMORIAL - BETTY MOHAN","S","Resolution Adopted","11/20/2014"
"Pamela J. Althoff","32","R","SR1596","MEMORIAL - REUBEN REUTER","S","Resolution Adopted","11/20/2014"
"Pamela J. Althoff","32","R","SR1597","MEMORIAL - SHARON L. SCHLOUGH","S","Resolution Adopted","11/20/2014"
"Pamela J. Althoff","32","R","SR1598","MEMORIAL - GEORGE J. WOLF","S","Resolution Adopted","11/20/2014"
"Pamela J. Althoff","32","R","SR1599","MEMORIAL - DIANE J. LAROCK","S","Resolution Adopted","11/20/2014"
"Pamela J. Althoff","32","R","SR1600","MEMORIAL - RUDOLPH BECKER","S","Resolution Adopted","11/20/2014"
"Pamela J. Althoff","32","R","SR1601","MEMORIAL - BETTY KNAACK","S","Resolution Adopted","11/20/2014"
"Pamela J. Althoff","32","R","SR1602","MEMORIAL - RICHARD PALMER","S","Resolution Adopted","11/20/2014"
"Pamela J. Althoff","32","R","SR1603","MEMORIAL - LAURALEE POPP","S","Resolution Adopted","11/20/2014"
"Pamela J. Althoff","32","R","SR1604","MEMORIAL - HELEN BOETTCHER","S","Resolution Adopted","11/20/2014"
"Pamela J. Althoff","32","R","SR1605","MEMORIAL - NORBERT PATTERSON","S","Resolution Adopted","11/20/2014"
"Pamela J. Althoff","32","R","SR1624","MEMORIAL - RICHARD A. COPE JR.","S","Resolution Adopted","11/20/2014"
"Pamela J. Althoff","32","R","SR1625","MEMORIAL - RAYMOND GOLDMAN","S","Resolution Adopted","11/20/2014"
"Pamela J. Althoff","32","R","SR1626","MEMORIAL - LEONA M. REAM","S","Resolution Adopted","11/20/2014"
"Pamela J. Althoff","32","R","SR1627","MEMORIAL - THEODORE PENG","S","Resolution Adopted","11/20/2014"
"Pamela J. Althoff","32","R","SR1628","MEMORIAL - E. WILSON SLACK","S","Resolution Adopted","11/20/2014"
"Pamela J. Althoff","32","R","SR1650","MEMORIAL - MARY ANN CAHILL","S","Resolution Adopted","12/4/2014"
"Pamela J. Althoff","32","R","SR1709","MEMORIAL - GARY W. JOYCE","S","Resolution Adopted","12/4/2014"
"Pamela J. Althoff","32","R","SR1710","MEMORIAL - MARGARET M. SNELTEN","S","Resolution Adopted","12/4/2014"
"Pamela J. Althoff","32","R","SR1711","MEMORIAL - MICHAEL D. WHITE","S","Resolution Adopted","12/4/2014"
"Pamela J. Althoff","32","R","SR1712","MEMORIAL - KEVIN RODGERS","S","Resolution Adopted","12/4/2014"
"Pamela J. Althoff","32","R","SR1713","MEMORIAL - JOHN MILLER","S","Resolution Adopted","12/4/2014"
"Pamela J. Althoff","32","R","SR1714","MEMORIAL - LOUISE MILLER","S","Resolution Adopted","12/4/2014"
"Pamela J. Althoff","32","R","SR1715","MEMORIAL - JOHN KELLY, JR.","S","Resolution Adopted","12/4/2014"
"Pamela J. Althoff","32","R","SJR23","WILLIAM ""BILL"" DWYER BRIDGE","S","Adopted Both Houses","3/4/2014"
"Pamela J. Althoff","32","R","SJR24","JOHN C SCHMITT BRIDGE","S","Adopted Both Houses","3/4/2014"
"Pamela J. Althoff","32","R","SJR35","HOMELESS VETERAN PROTECTION TF","S","Session Sine Die","1/13/2015"
"Pamela J. Althoff","32","R","SJR61","RECOGNIZE ELDREDGE BROTHERS","S","Session Sine Die","1/13/2015"
"Jason A. Barickman","53","R","SB1908","MUNI-VETERAN QUALIFICATION","S","Public Act . . . . . . . . . 98-0510","8/19/2013"
"Jason A. Barickman","53","R","SB1968","CRIMINAL LAW-TECH","S","Public Act . . . . . . . . . 98-0579","8/27/2013"
"Jason A. Barickman","53","R","SB2043","CIVIL LAW-TECH","S","Session Sine Die","1/13/2015"
"Jason A. Barickman","53","R","SB2101","REGULATION-TECH","S","Public Act . . . . . . . . . 98-0540","8/23/2013"
"Jason A. Barickman","53","R","SB2159","CIV PRO-ADMISSABILITY-PHOTOS","S","Session Sine Die","1/13/2015"
"Jason A. Barickman","53","R","SB2160","REENACT 94-677 INSUR INTEREST","S","Session Sine Die","1/13/2015"
"Jason A. Barickman","53","R","SB2270","CRIM CD-VEHICLE FORFEITURE","S","Session Sine Die","1/13/2015"
"Jason A. Barickman","53","R","SB2599","WIRELESS CARRIER-NO FUND SWEEP","S","Session Sine Die","1/13/2015"
"Jason A. Barickman","53","R","SB2600","TIF- GIBSON CITY","S","Session Sine Die","1/13/2015"
"Jason A. Barickman","53","R","SB2608","INS CD-CERTIFICATE-INSURANCE","S","Public Act . . . . . . . . . 98-0819","8/1/2014"
"Jason A. Barickman","53","R","SB2656","RESID PROP-TRANSFER ON DEATH","S","Public Act . . . . . . . . . 98-0821","8/1/2014"
"Jason A. Barickman","53","R","SB2686","FIREARM OWNERS ID-RENEWAL-FEES","S","Session Sine Die","1/13/2015"
"Jason A. Barickman","53","R","SB2837","ESTATE TAX-EXCLUSION AMOUNT","S","Session Sine Die","1/13/2015"
"Jason A. Barickman","53","R","SB2838","OPEN MEETINGS PARKS TRAINING","S","Session Sine Die","1/13/2015"
"Jason A. Barickman","53","R","SB2912","SEX OFFENDER REG-EMPLOYMENT","S","Session Sine Die","1/13/2015"
"Jason A. Barickman","53","R","SB3095","BANK SERV TRUST FUND-USES","S","Session Sine Die","1/13/2015"
"Jason A. Barickman","53","R","SB3113","DEBT LIMIT-MILFORD TWP H.S.","S","Public Act . . . . . . . . . 98-1112","8/26/2014"
"Jason A. Barickman","53","R","SB3416","PREVAILING WAGE-CLASSIFICATION","S","Session Sine Die","1/13/2015"
"Jason A. Barickman","53","R","SB3463","STATE GOVERNMENT-TECH","S","Session Sine Die","1/13/2015"
"Jason A. Barickman","53","R","SB3516","EMS-TRANSPORT-OTHER FACILITIES","S","Session Sine Die","1/13/2015"
"Jason A. Barickman","53","R","SB3527","HIGHER ED-PREPD TUITION-CERTFY","S","Session Sine Die","1/13/2015"
"Jason A. Barickman","53","R","SB3528","PREPAID TUITION CONTRACTS-END","S","Session Sine Die","1/13/2015"
"Jason A. Barickman","53","R","SR45","MEMORIAL JUDITH BOYER","S","Resolution Adopted","2/7/2013"
"Jason A. Barickman","53","R","SR156","MEMORIAL - CHRISTOPHER BROWN","S","Resolution Adopted","3/14/2013"
"Jason A. Barickman","53","R","SR518","MEMORIAL - ROBERT LETE","S","Resolution Adopted","10/23/2013"
"Jason A. Barickman","53","R","SR650","MEMORIAL - JEFFREY HILTON","S","Resolution Adopted","10/23/2013"
"Jason A. Barickman","53","R","SR981","ENDANGERED SPECIES DAY","S","Resolution Adopted","3/20/2014"
"Jason A. Barickman","53","R","SR1092","MEMORIAL - HAROLD INGOLD","S","Resolution Adopted","5/1/2014"
"Jason A. Barickman","53","R","SR1182","MEMORIAL - STAN HOSELTON","S","Resolution Adopted","5/8/2014"
"Jason A. Barickman","53","R","SR1264","MEMORIAL-BERNADINE FITZGERALD","S","Resolution Adopted","5/31/2014"
"Jason A. Barickman","53","R","SR1444","MEMORIAL - DAVID BAILEY","S","Resolution Adopted","11/20/2014"
